Latent size,Top 5% (84/1670 samples) Accuracy,Precision,Recall,Top 10% (167/1670 samples) Accuracy,Precision,Recall,Top 25% (417/1670 samples) Accuracy,Precision,Recall,Top 100% (1670/1670 samples) Accuracy,Precision,Recall
60,1.00,1.00,1.00,0.91,0.91,1.00,0.70,0.70,1.00,0.37,0.36,1.00
