Latent size,Top 5% (84/1670 samples) Accuracy,Precision,Recall,Top 10% (167/1670 samples) Accuracy,Precision,Recall,Top 25% (417/1670 samples) Accuracy,Precision,Recall,Top 100% (1670/1670 samples) Accuracy,Precision,Recall
3,0.56,0.38,0.60,0.62,0.38,0.56,0.58,0.35,0.52,0.56,0.41,0.66
