Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2000-03-28,61.850669860839844,64.12273824460459,61.6297753308555,63.49160813800328,8524482
2000-03-29,60.083553314208984,61.81916136303116,59.83110108786004,61.75604629179021,7648666
2000-03-30,61.976890563964844,62.103116574453736,59.925720915498395,60.02038941603904,9579268
2000-03-31,59.767974853515625,62.481833765234846,59.10529090510232,61.91381837669392,8383899
2000-04-03,61.59822082519531,61.78756188107087,60.30440706548179,60.58841663464279,8070518
2000-04-04,61.188026428222656,64.09122279463467,58.09548889091454,61.345810065751564,17433891
2000-04-05,63.11296463012695,63.49164290142451,60.46222076035068,60.84089903164825,9093401
2000-04-06,61.976890563964844,64.6276327549275,61.91377957337246,62.35556859543153,9296220
2000-04-07,62.16627502441406,63.46008951382059,61.34580739770033,62.3556121577684,5627794
2000-04-10,61.66136169433594,63.302296709974364,61.377352006153515,62.98673352367662,5760636
2000-04-11,60.272884368896484,61.40891927248486,59.483974263384816,61.40891927248486,8094680
2000-04-12,57.43278121948242,60.39908740201664,56.39141528157894,60.39908740201664,9293919
2000-04-13,55.854976654052734,57.71680652298327,55.53940940116812,56.80167035409292,8615274
2000-04-14,53.014862060546875,56.92786481057675,51.9419428615107,55.444710022509994,12323972
2000-04-17,56.486087799072266,56.67542486256004,52.16284853684313,52.44685816138025,10428097
2000-04-18,56.296749114990234,58.127024934005874,55.57095029172399,56.67542728747337,8582953
2000-04-19,53.014862060546875,55.41315250889889,51.91038534789959,55.41315250889889,15349527
2000-04-20,52.50999069213867,53.14112121125358,51.53173939483736,53.0148951074306,11122432
2000-04-24,53.772254943847656,54.11937574277833,51.12151063446129,51.500188968560394,8915163
2000-04-25,56.80167770385742,57.05412992710804,53.74069751892415,53.77225505415732,10016914
2000-04-26,55.79184341430664,57.52745065177627,55.034487089304754,56.8016518476425,6467209
2000-04-27,55.854976654052734,57.1172335776707,54.87672542286273,55.28695721058316,6608105
2000-04-28,56.296749114990234,56.896321880762116,55.60250781342399,56.54920122997899,5113476
2000-05-01,56.549232482910156,57.148805580046684,55.76032220954435,56.8016847374211,4389121
2000-05-02,56.233638763427734,57.36966926495594,55.88651810855492,56.04429766030258,4272910
2000-05-03,54.592708587646484,56.10742153378772,53.80379861684433,55.791854322021806,5798815
2000-05-04,54.34024429321289,55.12915811711964,54.11934971189673,55.09760059713007,3798340
2000-05-05,54.46645736694336,55.35003951099527,53.772216268411945,53.83532726404914,4911075
2000-05-08,55.480037689208984,55.79598566474538,54.405823447554994,54.62698460992963,5048937
2000-05-09,55.10091018676758,55.922371809842076,54.72177901817152,55.85918059229697,5088685
2000-05-10,52.06779861450195,53.42636452913942,51.59388092891126,53.33158179885448,10473284
2000-05-11,52.794490814208984,54.3426267478114,52.162603042229186,52.57332969059932,8479085
2000-05-12,52.794490814208984,53.45797821920536,52.19419460691102,52.44695132936989,5857286
2000-05-15,52.668113708496094,53.0156531749998,51.5623041146204,52.57332691694923,6179559
2000-05-16,55.10091018676758,55.227288587689145,53.07885980619115,53.14205102373625,7600027
2000-05-17,54.532222747802734,55.03773647522587,53.64757372481223,54.34265711710386,5778627
2000-05-18,53.615966796875,54.2478547411296,52.920883603525404,53.647558370169804,4787751
2000-05-19,53.805538177490234,54.34264742563162,53.07886333245713,53.615972580598516,6714483
2000-05-22,55.22726058959961,55.22726058959961,52.28897131756755,53.58434624468204,7080792
2000-05-23,54.279457092285156,55.60642839475257,54.153078680899256,55.10091474920899,6253929
2000-05-24,55.416831970214844,55.606397464767056,52.66810809420745,53.83710472366843,8560673
2000-05-25,53.83711624145508,56.7438146742194,53.773925040307546,55.859166097327076,6242110
2000-05-26,54.05826950073242,54.18464785044631,52.857677195534045,53.33159499841935,4494557
2000-05-30,56.08033752441406,56.111933130786,54.43742247143013,54.46901807780206,3783905
2000-05-31,54.24785232543945,55.98555418017983,54.184665147495146,55.859175790122926,3904195
2000-06-01,53.58437728881836,55.0693225985989,53.33162046867831,54.374239326129306,5975275
2000-06-02,55.00612258911133,55.480040542622085,54.405826245719815,55.100905372979824,5725072
2000-06-05,57.028160095214844,57.723239018539594,54.81654093827199,54.81654093827199,7616344
2000-06-06,56.80699157714844,57.94439668478608,56.23829104041305,56.74380442158534,5616392
2000-06-07,61.1671028137207,61.546234189444284,56.364724989228876,56.870238869088105,11626813
2000-06-08,60.5351676940918,61.83054307038366,59.397762268017566,60.34559810599543,9754578
2000-06-09,60.503562927246094,61.04067197231245,60.0928322437149,60.59834568985563,4957099
2000-06-12,60.07705307006836,60.882712799180965,60.07705307006836,60.21922523143007,3807754
2000-06-13,60.31400680541992,60.62995074143214,59.01862738918338,60.09284161262655,4192996
2000-06-14,58.63947677612305,60.66153034251253,58.38672008032436,60.09282575988201,5525600
2000-06-15,59.05023193359375,60.15604192831481,58.57631394073739,58.63950112383955,5634070
2000-06-16,57.24932861328125,59.49253962311543,57.24932861328126,58.797460609833585,8416325
2000-06-19,60.85111618041992,60.85111618041992,57.24933811302024,57.37571650314838,6337923
2000-06-20,58.82905197143555,61.00907565668204,58.323538531233346,60.66153617508486,7430575
2000-06-21,57.8812370300293,58.6079118521839,57.37572340867499,58.41834222709166,6785402
2000-06-22,56.52263641357422,57.786415677787446,56.23828416289722,57.69163293895057,5076343
2000-06-23,56.55423355102539,57.43887784991494,56.01712462598547,57.37569070035132,3515501
2000-06-26,57.83385467529297,58.51313621253733,57.059786290291164,57.12297752212946,3792691
2000-06-27,55.480037689208984,57.028173894167566,54.97452818985328,56.4278775816501,6911863
2000-06-28,57.51787567138672,58.22875239262942,55.5432154229345,55.60640258221142,6732684
2000-06-29,57.628448486328125,57.81801397286763,55.63799070683054,56.49104346459143,8042171
2000-06-30,55.3852424621582,57.217726592239636,54.91132463953662,56.964969882285835,9008780
2000-07-03,55.35364532470703,55.543214868981366,54.75334916381126,54.97451430449249,2410402
2000-07-05,53.07883071899414,53.39477856524297,51.11996859525054,53.39477856524297,14999222
2000-07-06,51.18315124511719,53.14201304228721,50.55125969213238,53.07882186990585,13527604
2000-07-07,53.11044692993164,53.11044692993164,51.37274520342099,51.90985433007017,9447158
2000-07-10,52.225791931152344,53.047249289198604,52.004630800236136,52.920870923793984,4405961
2000-07-11,51.56230926513672,52.57333216845578,51.05679579639341,52.1941970668983,5878311
2000-07-12,52.88928985595703,53.52117777423477,51.87826273204336,52.16261511918616,5805823
2000-07-13,52.57333755493164,53.55276899242895,51.562314548026784,53.300012232160746,5930506
2000-07-14,52.54172897338867,53.0156467369029,52.13099836239856,52.44694219335249,4204920
2000-07-17,53.331600189208984,54.53219261126159,52.668116814259214,52.79449114210616,6937804
2000-07-18,52.225791931152344,52.984062123580046,51.87825243483152,52.636522627259225,6749524
2000-07-19,54.974517822265625,55.35364886674045,51.05679271046419,51.75187167089111,8139344
2000-07-20,59.271366119384766,59.55571839920417,56.4910466121695,56.61742495495959,24108626
2000-07-21,58.00761795043945,59.14501961363286,57.502104307167286,59.14501961363286,9378854
2000-07-24,56.87019348144531,58.44992107815212,56.427871206667746,57.69165086353262,7127862
2000-07-25,56.61744689941406,57.31252603708311,55.73279815700087,57.24933885828062,5822977
2000-07-26,55.54322814941406,56.80700793202316,55.03771462270321,56.11192884987975,6977238
2000-07-27,55.76435852050781,56.36465449350295,55.258845272898064,55.54319748322,4233580
2000-07-28,56.52263641357422,56.87017581208702,55.037692046519794,56.175097015061425,5601958
2000-07-31,56.743797302246094,57.4704716879676,55.63798792821339,55.85914899618666,5348721
2000-08-01,55.85916519165039,56.83859652021634,55.732786825571964,56.61743538812097,3134339
2000-08-02,57.75485610961914,58.07080009212267,55.98555851192734,56.11193691176246,6148283
2000-08-03,58.63947677612305,58.89223347192173,56.77540118731642,57.122940635497876,5823500
2000-08-04,58.576297760009766,58.89224165658355,57.78643196732403,58.63948492565752,4665683
2000-08-07,58.797454833984375,60.15602116042841,58.54469812049864,58.95542878845477,6182592
2000-08-08,60.160091400146484,60.53965083329764,58.48370693274087,58.54696885760738,6000588
2000-08-09,60.096797943115234,61.14058273746048,60.096797943115234,60.223317679279525,6888328
2000-08-10,60.60292053222656,60.855960186786916,59.65402384696678,60.096841223105834,5736369
2000-08-11,61.045738220214844,61.646706393194926,60.318250219308254,60.60292084181368,6424950
2000-08-14,62.374183654785156,62.595592305864564,60.38150175638806,60.729430213610335,5177072
2000-08-15,61.7415657043457,62.057867142118546,61.10897090616249,61.77319665585923,4579493
2000-08-16,61.931373596191406,62.21604420297888,60.47639767471397,61.2671435265816,6219516
2000-08-17,61.99461364746094,62.152764387797454,60.476380271748525,60.60290005628138,4537966
2000-08-18,60.950828552246094,62.43743501323103,60.79267781165486,61.93135587428452,4317365
2000-08-21,61.4569091796875,61.83646854309037,60.7610483274413,61.26712747864512,3382973
2000-08-22,61.42527770996094,61.83646802654971,61.23550004918574,61.33038887957334,2896792
2000-08-23,62.374183654785156,62.627223267070896,60.66616829119766,60.88757694227706,4446755
2000-08-24,63.16490173339844,63.48119907057968,62.089485940565666,62.247632589816064,6263762
2000-08-25,65.28409576416016,65.72691683779775,62.88022493665342,62.91185587877326,8659834
2000-08-28,66.5493392944336,67.40334705419392,65.6637005705792,65.72696249876736,8929284
2000-08-29,67.24517059326172,67.94103134418658,66.29627434226029,66.54931388101818,6317840
2000-08-30,65.9483413696289,66.54930922243967,65.56878208806194,66.16974994087272,5155525
2000-08-31,66.81027221679688,67.90941163312768,66.61258277266076,66.73910256298235,5721097
2000-09-01,67.6247329711914,68.2889587615721,67.1186538707024,67.34006246749597,6042010
2000-09-05,66.39115142822266,67.46656725857568,66.20137382702883,67.2135277645302,4301257
2000-09-06,66.51769256591797,68.25733459856177,65.97998649716693,66.23302203390266,6770758
2000-09-07,67.49820709228516,68.06754400951006,66.73908851019785,66.73908851019785,4835449
2000-09-08,65.53715515136719,67.27680095540443,65.473897286573,67.05539237060287,5223410
2000-09-11,63.00676727294922,64.90455986217674,62.563950079111194,64.71478221872658,7968114
2000-09-12,63.25981521606445,64.208711636569,62.78536700581217,63.1649263817504,5231778
2000-09-13,64.61991119384766,65.18924831967966,62.12114595525769,62.31092768965676,5725386
2000-09-14,64.20868682861328,65.37899142324719,63.924016396975645,64.77802365320808,4629073
2000-09-15,63.25981521606445,64.39849334387914,63.133295424085034,64.17708067890365,5733858
2000-09-18,62.374183654785156,63.76590152235673,62.27929480984863,63.386342103928115,4113709
2000-09-19,63.22816848754883,63.89239823943401,62.02623278288139,62.12112159352755,3494686
2000-09-20,63.13330841064453,64.05057406216584,62.50070932062147,63.101677446472664,4836076
2000-09-21,61.4885139465332,64.11379337686657,60.72939554305843,62.84859603774195,4500101
2000-09-22,62.69046401977539,62.91187259608815,61.39363543506154,62.247642828468734,6202885
2000-09-25,62.247642517089844,64.08217705814629,61.235488453482944,63.00676109380584,4488386
2000-09-26,60.28661346435547,61.67833143792393,59.90705401701862,60.7294348389232,6503191
2000-09-27,59.71724319458008,60.88754781249334,58.45204573844639,60.761028066879966,6222549
2000-09-28,58.32554244995117,60.16007725963657,58.19902670732071,59.40096261044533,5553319
2000-09-29,56.9970703125,59.179532881124565,55.79513475633116,58.452045358249705,10035952
2000-10-02,59.62238693237305,60.5396525596329,56.99710178788617,56.99710178788617,9280321
2000-10-03,55.95328903198242,60.413103253899784,55.66861857829465,60.16006374810638,12284433
2000-10-04,57.88273620605469,58.135775816641264,54.94115376199753,55.858423360044505,12205669
2000-10-05,57.281768798828125,57.977625716596336,56.45939207431273,57.59806629635481,5802162
2000-10-06,58.705101013183594,58.768362922339215,57.06034791668043,57.692946814828424,6389386
2000-10-09,59.68562316894531,60.413110829657555,57.8510885412343,58.67346905752914,5123308
2000-10-10,58.135772705078125,59.274450891773,56.90220567916256,59.02141129472969,5872453
2000-10-11,56.680816650390625,57.15526504931371,54.403463527823085,56.61755874858658,9179487
2000-10-12,52.18933868408203,57.88272027824563,52.18933868408204,57.819462412347114,10151325
2000-10-13,55.19416427612305,55.89002485774366,52.727035431512874,52.727035431512874,9510860
2000-10-16,56.23798751831055,57.25014200732646,54.94115839502587,56.427765222912655,8065078
2000-10-17,57.18687438964844,57.629691650839995,54.94114904804641,56.649164253616874,9291095
2000-10-18,48.29887390136719,50.16504001283947,45.673592999637876,48.963099847677405,31147579
2000-10-19,48.80495071411133,49.84873602342273,46.9071537353421,49.5956964262535,18793377
2000-10-20,47.9509391784668,48.710053869474,47.66626864516291,48.14071684154812,9800183
2000-10-23,47.00204849243164,48.07746480405484,46.08477890635022,47.95094500041197,9768176
2000-10-24,46.27455139160156,47.76115373922514,45.64195249969706,47.06529697747099,9232205
2000-10-25,44.31350326538086,46.0215185016087,43.997201754267735,45.80010582835665,14705191
2000-10-26,46.93878173828125,47.002043652930205,44.345128049995616,44.53490975526051,10601942
2000-10-27,47.41325759887695,47.41325759887695,46.0531700661071,47.06532898141199,6727244
2000-10-30,47.22343826293945,47.44484682114224,45.70520122609612,47.318327068071966,8455864
2000-10-31,49.848716735839844,50.16501812925843,47.4448455315259,47.4448455315259,11404120
2000-11-01,49.88037109375,50.5446011007339,49.21614108676609,49.817109169902686,7809645
2000-11-02,51.58837127685547,51.77814891504548,49.84872542582776,50.10176496920202,7787575
2000-11-03,50.671104431152344,51.936302210662916,50.29154913598075,51.87304434102818,6117531
2000-11-06,50.76599884033203,51.809784011218426,50.32317758467095,50.54459023184234,4653131
2000-11-07,51.77815628051758,52.37912427184914,50.95577966690838,51.17718828918601,5669948
2000-11-08,50.672245025634766,52.57245259656774,50.292202702684,52.509114231319685,7312377
2000-11-09,50.38719940185547,50.67223208221666,48.48699231630025,49.025382436758335,9464103
2000-11-10,47.12517166137695,49.84880537831502,47.12517166137695,49.65878225834614,7121063
2000-11-13,49.373779296875,50.38722163591741,46.42845377954278,46.523463366980884,9084405
2000-11-14,50.418853759765625,50.60887683115044,49.91213096116402,50.292173060115225,5387841
2000-11-15,50.35554122924805,50.70391232080432,49.46877587740085,50.418879589612594,4351674
2000-11-16,49.78544616699219,50.51385911912028,49.78544616699219,50.29216892391923,3911726
2000-11-17,51.653995513916016,51.93902813188101,49.78545599002561,49.81712717953703,8072400
2000-11-20,52.319068908691406,52.3190689086914,51.11560408384707,51.43230790753395,7768224
2000-11-21,49.912147521972656,52.88914292961249,49.912147521972656,52.31907757012926,7511012
2000-11-22,49.912147521972656,51.083945393495036,49.81713797666537,49.912147521972656,5791807
2000-11-24,50.64056396484375,51.559000410839815,50.29219291423146,50.35553531097189,2612385
2000-11-27,49.88046646118164,51.6856676841203,49.88046646118164,50.893912194225244,4044045
2000-11-28,49.5954475402832,51.052274043339175,49.342086057680454,50.03882811292815,5019859
2000-11-29,50.577239990234375,50.64057836116089,48.99373219121767,49.53212249746707,5778732
2000-11-30,47.3785285949707,49.6587775098164,46.745124995341605,49.6587775098164,11141364
2000-12-01,48.455326080322266,50.32386620453883,47.82192230568782,47.85359350537458,7871255
2000-12-04,49.84879684448242,50.26050612026368,48.5186514076915,48.64533211804391,5822873
2000-12-05,52.38241195678711,53.07915390764396,50.482205165788734,50.89391448046817,8163193
2000-12-06,49.02538299560547,51.59066501663888,48.04360824519195,51.55899786365315,10561357
2000-12-07,47.18851852416992,48.613673861895705,47.18851852416992,48.170289235802024,8286412
2000-12-08,49.15206527709961,50.16551125603195,48.51866558408683,49.65878826656578,6423068
2000-12-11,48.13861083984375,49.78545608408447,47.505207267513136,48.89869108282161,6470138
2000-12-12,47.568572998046875,48.708700084852424,46.871830689131876,48.265319350783095,8277312
2000-12-13,46.2384147644043,48.96204896596462,45.95338609946438,48.07528368390449,7314260
2000-12-14,46.840152740478516,47.473556586438534,46.52345283940883,46.61846240534767,6413444
2000-12-15,44.496559143066406,45.95338578898359,44.24319763561818,45.60501472719732,14910207
2000-12-18,45.858360290527344,45.858360290527344,44.78157618520922,44.78157618520922,8047715
2000-12-19,45.66834259033203,47.85358205717222,45.50999067360153,45.70001378244198,8059744
2000-12-20,43.57811737060547,44.591563277211996,42.97638487451276,43.51477902335239,13158052
2000-12-21,41.32952117919922,44.5598725228697,40.569437082870444,43.32473687728991,13310873
2000-12-22,45.0982780456543,45.28829709674674,42.81802516963141,42.81802516963141,9951644
2000-12-26,42.976383209228516,45.38331310033366,42.69135054808519,45.098284483009834,6330706
2000-12-27,42.913063049316406,44.65491881715768,42.342997485458156,42.94473021322536,8624375
2000-12-28,43.198062896728516,44.686560138690915,41.61455613893881,42.31130202391561,10249336
2000-12-29,43.071414947509766,44.053190126548024,42.69137255138319,44.053190126548024,7263110
2001-01-02,42.976383209228516,44.33820008250732,42.628012203286396,42.81803128150228,8375531
2001-01-03,47.9486083984375,48.13863157389203,42.4380050552068,42.4380050552068,13357315
2001-01-04,47.22018814086914,50.54555481287205,46.966826639545864,48.01194384345938,16129843
2001-01-05,47.631893157958984,47.980264149642274,46.11172441917444,47.60022196494614,8413187
2001-01-08,47.41018295288086,47.60020194339365,46.396737553298955,47.378511773189516,6343781
2001-01-09,46.903507232666016,48.518686445094005,46.333445646323895,47.853611224510125,7894267
2001-01-10,47.34687805175781,48.10696270278164,46.46011666938419,46.871826155823136,8008281
2001-01-11,47.473575592041016,47.758608447788426,46.23843860889859,47.093533132318555,10078210
2001-01-12,47.5368766784668,48.86702210868355,46.80846360849527,47.47353430169428,6744608
2001-01-16,46.998504638671875,47.63190848363119,46.52345276590754,47.50522771463933,5932807
2001-01-17,48.993736267089844,49.532126618128856,47.79027072497734,48.32866107601636,10174442
2001-01-18,54.88438034057617,55.73947465979794,52.44577817256671,52.88916295827289,26406165
2001-01-19,56.37286376953125,57.73468088891703,54.345975712379065,54.47265646868984,15441261
2001-01-22,55.01103973388672,55.707785827907756,54.821020645220806,55.48609149937123,10060951
2001-01-23,55.264408111572266,55.70779278015936,54.53599477441513,55.51776962395911,10278937
2001-01-24,55.96114730834961,56.46786622606234,55.20106286605094,55.264401214332636,7071901
2001-01-25,56.119483947753906,56.30950704213456,55.45441322696889,55.80278418221136,5211277
2001-01-26,57.861358642578125,58.399748796094606,55.327747691661706,55.549437992746135,9513579
2001-01-29,58.2629280090332,58.526423293324804,56.991057784877825,57.00625850270551,5360750
2001-01-30,59.088863372802734,59.159804072355584,57.4622860994322,58.273043306035945,8621132
2001-01-31,56.75291442871094,59.15984511063169,56.75291442871094,58.65312201047557,8696653
2001-02-01,57.791690826416016,57.93863922040298,56.34753333448222,56.9555985827121,5837517
2001-02-02,55.876285552978516,57.76129654832751,55.53678251503436,57.132959549877846,5678106
2001-02-05,56.8643913269043,57.05694593252947,55.38476141230133,55.435434528270186,5348930
2001-02-06,57.86262130737305,58.62270576571768,56.347523340720294,56.86944703160019,7872614
2001-02-07,59.30844497680664,59.65848439239143,57.15749379887765,57.52782394634672,9421217
2001-02-08,57.882930755615234,59.96286432736095,57.84742197557895,59.30844370539021,8766317
2001-02-09,56.817596435546875,58.334421561248476,56.31029581673187,57.847415720118214,6609465
2001-02-12,58.28879165649414,58.70477606976525,55.95521107840244,56.08203628583922,7038848
2001-02-13,57.705352783203125,59.54684918934175,57.36038621326715,57.908272151644645,7524087
2001-02-14,58.390235900878906,58.933049444587624,57.07125728706402,57.70538317771747,7356413
2001-02-15,59.242469787597656,60.18604912838087,59.039550413418425,59.252619197470715,8471240
2001-02-16,58.33948516845703,58.7199564985512,57.80174452829511,58.11119832197183,7398358
2001-02-20,56.563941955566406,58.64387110060686,56.19868456532765,58.11120710949734,7058722
2001-02-21,54.5397834777832,56.56390785269479,54.42817644553866,55.574674744418736,9578117
2001-02-22,55.24496078491211,56.259557846086174,52.44466237015601,54.02744026307412,12247614
2001-02-23,52.759193420410156,54.53474551515043,50.856820224475044,54.53474551515043,15979324
2001-02-26,53.41867446899414,53.67232472973325,51.65834473627066,53.67232472973325,8727929
2001-02-27,52.04386901855469,54.21511328634469,52.02865098148969,53.21573074424497,10238143
2001-02-28,50.679256439208984,52.525829848957805,50.273417641973865,52.226521408150326,12482127
2001-03-01,53.79914855957031,53.97670454748125,49.46173487358394,50.374874170799096,15796692
2001-03-02,51.896785736083984,54.610840746580394,51.2068564242974,52.75919433949506,15423793
2001-03-05,53.22080612182617,53.57084528263167,52.06923910225935,52.155478698427416,7054119
2001-03-06,53.77376937866211,54.99128943392597,53.39329410836543,53.900594468761,8493520
2001-03-07,54.56009292602539,54.9152048602091,53.60129556184329,54.50936207136653,8147189
2001-03-08,54.0122184753418,54.45356604094458,53.45418709404233,54.367326410038665,7106106
2001-03-09,50.36979675292969,53.27155231595861,49.66464959724286,53.266479635217785,17455753
2001-03-12,48.44209289550781,49.91833303865448,48.203660548346534,49.664682639146164,15161561
2001-03-13,49.91323471069336,49.93860216666983,47.78764756005741,48.244221283344054,12685783
2001-03-14,48.17317581176758,50.17193700488956,47.3513531644373,48.39638990000097,14901944
2001-03-15,48.477569580078125,49.64943170649472,48.279722885297204,48.700783727068924,8807320
2001-03-16,45.70771026611328,47.635450341468236,44.74384022843581,47.635450341468236,20950752
2001-03-19,46.97593307495117,47.07739067395541,45.25111340762099,46.164252040788206,10706333
2001-03-20,44.79457092285156,46.68680222735448,44.69311326307448,46.46866076924153,10565751
2001-03-21,45.19026565551758,46.46866216548976,44.515558635492454,44.870666528024536,11519598
2001-03-22,45.200416564941406,46.16428674644765,44.464833237562715,45.21056597605524,13941297
2001-03-23,47.43760681152344,48.18841216930838,45.804102343520235,47.43253413060018,12796346
2001-03-26,48.396392822265625,48.528290592030565,47.55934803770269,48.32029857792855,8975935
2001-03-27,50.476322174072266,50.729972359745204,47.67095614057986,47.6861741800976,12396355
2001-03-28,47.89417266845703,49.94366515004821,47.8130057316372,49.66464747906097,12437463
2001-03-29,48.213748931884766,49.24356736510425,47.818055747952094,47.91951335878222,11039170
2001-03-30,48.79209518432617,49.49216964928696,48.26450400737842,48.95442906257395,9896520
2001-04-02,48.02100372314453,49.766115347160685,47.47312177125082,49.43637083010823,9191202
2001-04-03,45.854827880859375,48.01592330156811,45.707708005868874,47.99055989989459,13943180
2001-04-04,46.67158508300781,47.711549484390126,45.682351541104104,45.88527093058984,14137318
2001-04-05,49.821922302246094,50.72998896875968,48.462358643225734,48.599329140584885,13081381
2001-04-06,49.69003677368164,50.730001513215605,48.90372236558816,49.7154001874537,14041713
2001-04-09,48.700782775878906,50.090782292953115,47.5847201595798,49.9690298603231,9922984
2001-04-10,50.248050689697266,50.67925286317222,48.984872158267336,49.20808226646781,10982372
2001-04-11,49.42625045776367,51.71417250929671,48.599350382260475,51.4909622804477,12027326
2001-04-12,48.80223083496094,49.46171967492007,48.26956708333452,48.903692524998114,9822045
